ID,Order,Family,Family name,Common name,Scientific name,IUCN Status,ABA Status,CA List,Life list date,Life list location,US,CA,ABA,World Obs (Oct 2025),US Obs (Oct 2025),CA Obs (Oct 2025),Range,Featured,Order Target,Location
5667,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Blackish Pewee,Contopus nigrescens,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,854,0,0,,,,
563,COLUMBIFORMES,Columbidae,Pigeons and Doves,Sao Tome Pigeon,Columba malherbii,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,853,0,0,"São Tomé, Príncipe, and Annobón (Gulf of Guinea)",,,
4089,PSITTACIFORMES,Psittaculidae,Old World Parrots,Mindanao Racquet-tail,Prioniturus waterstradti,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,853,0,0,,,,
8023,PASSERIFORMES,Cettiidae,Bush Warblers and Allies,Japanese Bush Warbler,Horornis diphone,LC,ABA 2,,4/20/2024,JP-09,Yes,,Yes,"68,663","15,041",0,,,,
8024,PASSERIFORMES,Cettiidae,Bush Warblers and Allies,Manchurian Bush Warbler,Horornis canturians,LC,,,4/27/2024,TW-TPE,,,,"28,092",0,0,,,,
4335,PSITTACIFORMES,Psittacidae,New World and African Parrots,Lilacine Amazon,Amazona lilacina,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,853,0,0,southwestern Ecuador (north shore of the Bahia de Caráque in central Manabí southward to El Oro,,,
8997,PASSERIFORMES,Turdidae,Thrushes and Allies,Fiji Island-Thrush,Turdus ruficeps,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,853,0,0,,,,
8474,PASSERIFORMES,Leiothrichidae,Laughingthrushes and Allies,Hinde's Pied-Babbler,Turdoides hindei,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,852,0,0,locally in foothill scrub of east-central Kenya,,,
9555,PASSERIFORMES,Nectariniidae,Sunbirds and Spiderhunters,Usambara Double-collared Sunbird,Cinnyris usambaricus,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,850,0,0,highlands of southeastern Kenya (Taita Hills) and northeastern Tanzania,,,
3139,STRIGIFORMES,Strigidae,Owls,Long-whiskered Owlet,Xenoglaux loweryi,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,849,0,0,cloud forest of northern Peru (Amazonas and San Martín),,,
4480,PASSERIFORMES,Pittidae,Pittas,Sulawesi Pitta,Erythropitta celebensis,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,847,0,0,,,,
7658,PASSERIFORMES,Bernieridae,Malagasy Warblers,Gray-crowned Tetraka,Xanthomixis cinereiceps,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,847,0,0,rainforest of eastern Madagascar,,,
4172,PSITTACIFORMES,Psittaculidae,Old World Parrots,Golden-shouldered Parrot,Psephotellus chrysopterygius,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,846,0,0,northeastern Australia (south-central Cape York Peninsula),,,
10852,PASSERIFORMES,Thraupidae,Tanagers and Allies,Orange-throated Tanager,Wetmorethraupis sterrhopteron,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,846,0,0,Río Marañón drainage in southeastern Ecuador (Zamora-Chinchipe) and northern Peru (northern Amazonas),,,
473,GALLIFORMES,Phasianidae,"Pheasants, Grouse, and Allies",Latham's Francolin,Peliperdix lathami,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,845,0,0,,,,
7927,PASSERIFORMES,Phylloscopidae,Leaf Warblers,Gansu Leaf Warbler,Phylloscopus kansuensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,845,0,0,mountains of western China (Qinghai and Gansu),,,
8036,PASSERIFORMES,Aegithalidae,Long-tailed Tits,Long-tailed Tit,Aegithalos caudatus,LC,,,4/14/2022,GR-I,,,,"1,058,651",0,0,,,,
8174,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Forest White-eye,Zosterops stenocricotus,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,845,0,0,southeastern Nigeria to Cameroon and northern Gabon; Bioko (Gulf of Guinea),,,
9141,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Zappey's Flycatcher,Cyanoptila cumatilis,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,845,0,0,"breeds central China (Shaanxi eastward to Beijing, and southward to northwestern Hubei); winter range very poorly known, but recorded southward to the Thai-Malay Peninsula",,,
10591,PASSERIFORMES,Icteridae,Troupials and Allies,Golden-tufted Grackle,Macroagelaius imthurni,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,844,0,0,tepuis of southern Venezuela to western Guyana and northern Brazil (Roraima),,,
4231,PSITTACIFORMES,Psittaculidae,Old World Parrots,Red Lory,Trichoglossus borneus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,843,0,0,,,,
10458,PASSERIFORMES,Passerellidae,New World Sparrows,Tepui Brushfinch,Atlapetes personatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,843,0,0,,,,
4841,PASSERIFORMES,Grallariidae,Antpittas,Ochre-fronted Antpitta,Grallaricula ochraceifrons,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,842,0,0,Andes of northern Peru (San Martín and Amazonas),,,
4884,PASSERIFORMES,Rhinocryptidae,Tapaculos,Neblina Tapaculo,Scytalopus altirostris,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,842,0,0,central Andes of Peru (southern Amazonas to Huánuco),,,
8044,PASSERIFORMES,Aegithalidae,Long-tailed Tits,Bushtit,Psaltriparus minimus,LC,ABA 1,CA,12/10/2021,US-CA,Yes,Yes,Yes,"2,486,022","2,238,148","1,426,432",,,,
8045,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Eurasian Blackcap,Sylvia atricapilla,LC,,,4/16/2022,GR-K,,,,"1,598,742",0,0,,,,
3349,BUCEROTIFORMES,Bucerotidae,Hornbills,Samar Hornbill,Penelopides samarensis,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,841,0,0,"Philippines (Samar, Leyte, Calicoan, and Bohol)",,,
3822,PICIFORMES,Picidae,Woodpeckers,Speckle-breasted Woodpecker,Dendropicos poecilolaemus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,841,0,0,"far southeastern Nigeria eastward to southwestern South Sudan, northeastern Democratic Republic of the Congo, Uganda, northern Rwanda, and western Kenya",,,
6767,PASSERIFORMES,Paradisaeidae,Birds-of-Paradise,Vogelkop Lophorina,Lophorina superba,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,840,0,0,,,,
5768,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Rufous-browed Chat-Tyrant,Ochthoeca superciliosa,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,839,0,0,"Andes of western Venezuela (Trujillo, Mérida, and eastern Táchira)",,,
503,GALLIFORMES,Phasianidae,"Pheasants, Grouse, and Allies",Madagascar Partridge,Margaroperdix madagarensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,838,0,0,Madagascar; introduced Réunion,,,
829,COLUMBIFORMES,Columbidae,Pigeons and Doves,Coroneted Fruit-Dove,Ptilinopus coronulatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,838,0,0,,,,
8052,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Barred Warbler,Curruca nisoria,LC,,,4/18/2022,GR-K,,,,"27,404",0,0,,,,
5315,PASSERIFORMES,Cotingidae,Cotingas,White-cheeked Cotinga,Zaratornis stresemanni,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,838,0,0,Andes of western Peru (La Libertad to Ayacucho),,,
5864,PASSERIFORMES,Ptilonorhynchidae,Bowerbirds,Vogelkop Bowerbird,Amblyornis inornata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,838,0,0,"northwestern New Guinea (Arfak, Tamrau, and Wandammen mountains)",,,
1533,APODIFORMES,Trochilidae,Hummingbirds,Dusky Starfrontlet,Coeligena orina,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,837,0,0,western Andes of Colombia (Antioquia),,,
8056,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Lesser Whitethroat,Curruca curruca,LC,ABA 5,,4/16/2022,GR-K,,,,"369,808",0,0,,,,
2394,PROCELLARIIFORMES,Oceanitidae,Southern Storm-Petrels,Pincoya Storm-Petrel,Oceanites pincoyae,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,837,0,0,"known only from waters near Chiloé Island (Reloncavi Sound and the Chacao Channel), Chile",,,
8146,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Sulawesi Heleia,Heleia squamiceps,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,837,0,0,,,,
10399,PASSERIFORMES,Passerellidae,New World Sparrows,Sao Francisco Sparrow,Arremon franciscanus,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,837,0,0,eastern Brazil (interior of Minas Gerais and Bahia),,,
2863,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Gray-bellied Hawk,Accipiter poliogaster,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,835,0,0,locally in humid forest of South America east of the Andes,,,
8061,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Eastern Orphean Warbler,Curruca crassirostris,LC,,,4/17/2022,GR-K,,,,"28,203",0,0,,,,
5492,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Kaempfer's Tody-Tyrant,Hemitriccus kaempferi,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,835,0,0,southeastern Brazil (eastern Santa Catarina),,,
5964,PASSERIFORMES,Meliphagidae,Honeyeaters,Vogelkop Melidectes,Melidectes leucostephes,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,833,0,0,"western New Guinea (Tamrau, Arfak, Fakfak, and Kumawa mountains)",,,
6110,PASSERIFORMES,Meliphagidae,Honeyeaters,New Britain Friarbird,Philemon cockerelli,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,833,0,0,,,,
6206,PASSERIFORMES,Cinclosomatidae,Quail-thrushes and Jewel-babblers,Chestnut-backed Jewel-babbler,Ptilorrhoa castanonota,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,833,0,0,,,,
10534,PASSERIFORMES,Icteridae,Troupials and Allies,Bahama Oriole,Icterus northropi,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,833,0,0,"Andros (Bahamas); formerly also Great and Little Abaco, where extirpated in 1990s",,,
2850,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Gray-headed Goshawk,Tachyspiza poliocephala,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,832,0,0,"New Guinea, including Aru Islands (off southwestern New Guinea), and D'Entrecasteaux and Louisiade archipelagos (off southeastern New Guinea)",,,
8068,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Sardinian Warbler,Curruca melanocephala,LC,,,4/13/2022,GR-I,,,,"853,257",0,0,,,,
6436,PASSERIFORMES,Pachycephalidae,Whistlers and Allies,Moluccan Whistler,Pachycephala macrorhyncha,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,832,0,0,,,,
8070,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Western Subalpine Warbler,Curruca iberiae,UN,,,9/3/2023,PT-02,,,,"74,287",0,0,"breeds in the western Mediterranean (Portugal eastward to northwestern Italy) and Morocco eastward to northwestern Libya; winters in the western Sahara, southward to Senegal",,,
8071,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Eastern Subalpine Warbler,Curruca cantillans,UN,,,4/18/2022,GR-K,,,,"16,744",0,0,,,,
8072,PASSERIFORMES,Sylviidae,Sylviid Warblers and Allies,Greater Whitethroat,Curruca communis,LC,,,4/17/2022,GR-K,,,,"475,776",0,0,,,,
8566,PASSERIFORMES,Sittidae,Nuthatches,Kashmir Nuthatch,Sitta cashmirensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,831,0,0,"mountains of northeastern Afghanistan to northern Pakistan, northwestern India, and northwestern Nepal",,,
1991,CHARADRIIFORMES,Charadriidae,Plovers and Lapwings,Spot-breasted Lapwing,Vanellus melanocephalus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,830,0,0,montane grassland of north-central to south-central Ethiopia,,,
460,GALLIFORMES,Phasianidae,"Pheasants, Grouse, and Allies",Malayan Peacock-Pheasant,Polyplectron malacense,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,829,0,0,southern Myanmar to southern Thailand and Malay Peninsula,,,
1523,APODIFORMES,Trochilidae,Hummingbirds,Black-hooded Sunbeam,Aglaeactis pamela,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,828,0,0,Andes of western Bolivia (La Paz and Cochabamba),,,
8554,PASSERIFORMES,Sittidae,Nuthatches,Corsican Nuthatch,Sitta whiteheadi,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,828,0,0,montane pine forest of Corsica,,,
1476,APODIFORMES,Trochilidae,Hummingbirds,Green-headed Hillstar,Oreotrochilus stolzmanni,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,827,0,0,"Andes of northern and central Peru (Cajamarca, Huánuco) and adjacent southern Ecuador",,,
7651,PASSERIFORMES,Bernieridae,Malagasy Warblers,Cryptic Warbler,Cryptosylvicola randrianasoloi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,827,0,0,rainforest of eastern Madagascar,,,
8043,PASSERIFORMES,Aegithalidae,Long-tailed Tits,Sooty Tit,Aegithalos fuliginosus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,827,0,0,"mountains of central China (Sichuan, southern Gansu, southern Shaanxi, and southwestern Hubei)",,,
9898,PASSERIFORMES,Estrildidae,Waxbills and Allies,Red-winged Pytilia,Pytilia phoenicoptera,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,827,0,0,,,,
10487,PASSERIFORMES,Calyptophilidae,Chat-Tanagers,Eastern Chat-Tanager,Calyptophilus frugivorus,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,826,0,0,,,,
3068,STRIGIFORMES,Strigidae,Owls,Balsas Screech-Owl,Megascops seductus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,825,0,0,southwestern Mexico (southern Jalisco and Colima to western Guerrero),,,
6230,PASSERIFORMES,Campephagidae,Cuckooshrikes,Cerulean Cuckooshrike,Coracina temminckii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,825,0,0,,,,
4758,PASSERIFORMES,Thamnophilidae,Typical Antbirds,Reddish-winged Bare-eye,Phlegopsis erythroptera,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,824,0,0,,,,
7460,PASSERIFORMES,Cisticolidae,Cisticolas and Allies,Cinnamon-breasted Warbler,Euryptila subcinnamomea,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,824,0,0,outcrops from southern Namibia to central South Africa,,,
8100,PASSERIFORMES,Paradoxornithidae,Parrotbills,Black-headed Parrotbill,Paradoxornis margaritae,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,824,0,0,eastern Cambodia and highlands of southern Vietnam (southern Annam),,,
8261,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Slender-billed White-eye,Zosterops tenuirostris,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,824,0,0,Norfolk Island (east of Australia),,,
1480,APODIFORMES,Trochilidae,Hummingbirds,Wedge-tailed Hillstar,Oreotrochilus adela,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,823,0,0,Andes of Bolivia and adjacent Argentina,,,
38,TINAMIFORMES,Tinamidae,Tinamous,Black Tinamou,Tinamus osgoodi,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,822,0,0,,,,
6417,PASSERIFORMES,Pachycephalidae,Whistlers and Allies,Vanuatu Whistler,Pachycephala chlorura,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,821,0,0,,,,
8092,PASSERIFORMES,Paradoxornithidae,Parrotbills,Wrentit,Chamaea fasciata,LC,ABA 1,CA,1/10/2022,US-CA,Yes,Yes,Yes,"766,291","760,991","677,498",,,,
2741,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Madagascar Cuckoo-Hawk,Aviceda madagascariensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,820,0,0,woodland and scrub of Madagascar,,,
5171,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,Orinoco Softtail,Thripophaga cherriei,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,819,0,0,upper Río Orinoco in eastern Colombia (eastern Vichada and eastern Guainía) and western Venezuela (northwestern Amazonas),,,
8380,PASSERIFORMES,Pellorneidae,Ground Babblers and Allies,Bornean Wren-Babbler,Ptilocichla leucogrammica,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,818,0,0,patchily distributed lowlands of Borneo,,,
1305,APODIFORMES,Apodidae,Swifts,Seychelles Swiftlet,Aerodramus elaphrus,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,817,0,0,"Seychelles (Mahé, Praslin, and La Digue)",,,
600,COLUMBIFORMES,Columbidae,Pigeons and Doves,Pink Pigeon,Nesoenas mayeri,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,816,0,0,,,,
1975,CHARADRIIFORMES,Charadriidae,Plovers and Lapwings,Forbes's Plover,Thinornis forbesi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,815,0,0,grassland and rocky hillsides of western and central Africa,,,
2789,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Pinsker's Hawk-Eagle,Nisaetus pinskeri,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,815,0,0,"most Visayas, Mindanao, and Basilan (central and southern Philippines)",,,
5160,PASSERIFORMES,Furnariidae,Ovenbirds and Woodcreepers,Perija Thistletail,Asthenes perijana,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,815,0,0,Sierra de Perijá (Colombia/Venezuela border),,,
4488,PASSERIFORMES,Pittidae,Pittas,Blue-banded Pitta,Erythropitta arquata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,814,0,0,primary submontane forest of northern half of Borneo,,,
6766,PASSERIFORMES,Paradisaeidae,Birds-of-Paradise,Standardwing Bird-of-Paradise,Semioptera wallacii,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,814,0,0,,,,
7146,PASSERIFORMES,Picathartidae,Rockfowl,White-necked Rockfowl,Picathartes gymnocephalus,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,814,0,0,"locally in Guinea, Liberia, Sierra Leone, Ivory Coast, and Ghana",,,
9087,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Chapin's Flycatcher,Fraseria lendu,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,814,0,0,,,,
9143,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Blue-fronted Flycatcher,Eumyias hoevelli,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,813,0,0,montane forest of central and southeastern Sulawesi,,,
9926,PASSERIFORMES,Viduidae,Whydahs and Indigobirds,Wilson's Indigobird,Vidua wilsoni,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,813,0,0,"Senegambia to Guinea, eastward to northeastern Democratic Republic of the Congo, South Sudan, and western Ethiopia",,,
918,OTIDIFORMES,Otididae,Bustards,Arabian Bustard,Ardeotis arabs,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,812,0,0,,,,
8969,PASSERIFORMES,Turdidae,Thrushes and Allies,Sao Tome Thrush,Turdus olivaceofuscus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,812,0,0,São Tomé Island (Gulf of Guinea),,,
2043,CHARADRIIFORMES,Jacanidae,Jacanas,Madagascar Jacana,Actophilornis albinucha,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,811,0,0,"lakes, ponds, and marshes of western and northern Madagascar",,,
3506,CORACIIFORMES,Alcedinidae,Kingfishers,Brown-headed Paradise-Kingfisher,Tanysiptera danae,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,811,0,0,southeastern New Guinea (Aroa River to Waria River),,,
4104,PSITTACIFORMES,Psittaculidae,Old World Parrots,Singing Parrot,Geoffroyus heteroclitus,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,811,0,0,,,,
8112,PASSERIFORMES,Paradoxornithidae,Parrotbills,Vinous-throated Parrotbill,Suthora webbiana,LC,,,4/28/2024,TW-TPE,,,,"89,920",0,0,,,,
7646,PASSERIFORMES,Locustellidae,Grassbirds and Allies,Grauer's Swamp Warbler,Bradypterus graueri,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,810,0,0,highland papyrus swamps of eastern Democratic Republic of the Congo and adjacent Rwanda and Uganda,,,
2620,PELECANIFORMES,Threskiornithidae,Ibises and Spoonbills,Olive Ibis,Bostrychia olivacea,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,809,0,0,,,,
5704,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Caatinga Black-Tyrant,Knipolegus franciscanus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,809,0,0,east-central Brazil (Minas Gerais and Rio São Francisco in Bahia),,,
2777,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Congo Snake-Eagle,Circaetus spectabilis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,808,0,0,,,,
3733,PICIFORMES,Indicatoridae,Honeyguides,Spotted Honeyguide,Indicator maculatus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,807,0,0,,,,
8148,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Dark-crowned Heleia,Heleia dohertyi,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,807,0,0,,,,
8150,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Flores Heleia,Heleia crassirostris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,807,0,0,western Lesser Sundas (Flores and Sumbawa),,,
7362,PASSERIFORMES,Cisticolidae,Cisticolas and Allies,Yellow-vented Eremomela,Eremomela flavicrissalis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,805,0,0,"southern Ethiopia to southern Somalia, northeastern Uganda, and southeastern Kenya",,,
7869,PASSERIFORMES,Pycnonotidae,Bulbuls,Black-and-white Bulbul,Microtarsus melanoleucos,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,805,0,0,"southern Thai-Malay Peninsula, Sumatra, Siberut Island, and Borneo",,,
8401,PASSERIFORMES,Leiothrichidae,Laughingthrushes and Allies,Gray-crowned Crocias,Laniellus langbianis,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,805,0,0,Vietnam (Langbian Plateau),,,
5450,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Alagoas Tyrannulet,Phylloscartes ceciliae,CR,,,#N/A,#N/A,#N/A,#N/A,#N/A,804,0,0,highlands of northeastern Brazil (Alagoas),,,
5441,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Spectacled Bristle-Tyrant,Pogonotriccus orbitalis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,802,0,0,"Andes of far southern Colombia to Ecuador, Peru, and western Bolivia",,,
9915,PASSERIFORMES,Estrildidae,Waxbills and Allies,Black-faced Firefinch,Lagonosticta larvata,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,801,0,0,,,,
7020,PASSERIFORMES,Corvidae,"Crows, Jays, and Magpies",Kashmir Nutcracker,Nucifraga multipunctata,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,800,0,0,"eastern Afghanistan (northeastern Paktia and Nuristan), northern and western Pakistan (Fort Sandeman northward along Suleiman Range, Chitral, Gilgit, and Baltistan), Kashmir (Sind Valley, Kishtwar, and Badrawar), northwestern India (eastward to Lahul, in Himachal Pradesh), and possibly adjacent extreme southwestern Xizang (western China)",,,
8128,PASSERIFORMES,Zosteropidae,"White-eyes, Yuhinas, and Allies",Mindanao Pygmy-Babbler,Dasycrotapha plateni,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,800,0,0,southern Philippines (Mindanao),,,
11038,PASSERIFORMES,Thraupidae,Tanagers and Allies,Bolivian Warbling Finch,Poospiza boliviana,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,800,0,0,Andes of Bolivia and adjacent northwestern Argentina (Jujuy),,,
2862,ACCIPITRIFORMES,Accipitridae,"Hawks, Eagles, and Kites",Red Goshawk,Erythrotriorchis radiatus,EN,,,#N/A,#N/A,#N/A,#N/A,#N/A,799,0,0,"breeds northern Australia (Kimberley region, northern Western Australia, eastward to north Queensland, including Tiwi islands off Northern Territory); some non-breeders move southward to northwestern and central Australia; formerly southeastern Queensland and northeastern New South Wales",,,
10529,PASSERIFORMES,Icteridae,Troupials and Allies,Band-tailed Cacique,Cacicus latirostris,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,799,0,0,tropical southeastern Colombia to northeastern Peru and far western Brazil,,,
6361,PASSERIFORMES,Vireonidae,"Vireos, Shrike-Babblers, and Erpornis",Para Greenlet,Tunchiornis rubrifrons,UN,,,#N/A,#N/A,#N/A,#N/A,#N/A,798,0,0,,,,
1396,APODIFORMES,Trochilidae,Hummingbirds,Tapajos Hermit,Phaethornis aethopygus,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,797,0,0,"central Amazonian Brazil, east of the Rio Tapajós and Rio Teles Peres",,,
4159,PSITTACIFORMES,Psittaculidae,Old World Parrots,Malherbe's Parakeet,Cyanoramphus malherbi,CR,,,#N/A,#N/A,#N/A,#N/A,#N/A,797,0,0,,,,
7846,PASSERIFORMES,Pycnonotidae,Bulbuls,Seram Golden-Bulbul,Hypsipetes affinis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,796,0,0,,,,
4242,PSITTACIFORMES,Psittaculidae,Old World Parrots,Marigold Lorikeet,Trichoglossus capistratus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,794,0,0,,,,
8086,PASSERIFORMES,Paradoxornithidae,Parrotbills,Chinese Fulvetta,Fulvetta striaticollis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,791,0,0,"mountains of south-central China (southwestern Gansu to southeastern Qinghai, Sichuan, and northwestern Yunnan)",,,
901,PTEROCLIFORMES,Pteroclidae,Sandgrouse,Tibetan Sandgrouse,Syrrhaptes tibetanus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,790,0,0,desert of eastern Afghanistan to Tibetan plateau,,,
2065,CHARADRIIFORMES,Scolopacidae,Sandpipers and Allies,Bukidnon Woodcock,Scolopax bukidnonensis,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,790,0,0,"cloud forest and clearings, from lowlands to mountains of Calayan and Babuyan (Babuyan Islands, northernmost Philippines), and montane Luzon and Mindanao (northern and southern Philippines, respectively)",,,
5421,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Russet-winged Spadebill,Platyrinchus leucoryphus,VU,,,#N/A,#N/A,#N/A,#N/A,#N/A,789,0,0,southeastern Brazil (Espírito Santo) to eastern Paraguay and northeastern Argentina,,,
9261,PASSERIFORMES,Muscicapidae,Old World Flycatchers,Malayan Whistling-Thrush,Myophonus robinsoni,NT,,,#N/A,#N/A,#N/A,#N/A,#N/A,789,0,0,moist montane forest of central Malaya,,,
5658,PASSERIFORMES,Tyrannidae,Tyrant Flycatchers,Olive Flycatcher,Mitrephanes olivaceus,LC,,,#N/A,#N/A,#N/A,#N/A,#N/A,787,0,0,east slope of Andes of northeastern Peru (Piura) to northwestern Bolivia,,,
